ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1,Peak nasal inspiratory flow; Peak nasal inspiratory flow,Allergic rhinitis,null,Phase 4 Clinical,C4,"fluticasone furoate (nasal, allergic rhinitis), GSK",42259,315,fluticasone furoate,315,null,A Clinical Study To Test A Nasal Spray (Fluticasone Furoate Nasal Spray) For The Treatment Of Perennial (Year-Round) Allergic Rhinitis,2007-006562-15; FFU111439; NCT00609674,GlaxoSmithKline plc,13885,"JANUARY  , 31, 2008",Completed
1,Forced expiratory volume (FEV1); Peak expiratory flow (PEF),Asthma,null,Phase 2 Clinical,C2,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,28,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",28,null,To Investigate the Effects of Altering the Time of Day of Dosing (Morning or Evening) With Fluticasone Furoate 100 microg Once-Daily Administered Via a Dry Powder Inhaler in Subjects With Asthma,117156; NCT01808339,GlaxoSmithKline plc,115209,"MARCH    , 31, 2013",Completed
2,null,Asthma,Advair; Symbicort,Phase 3b Clinical,C3B,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,423,Relovair,423,null,A Study to Compare the Efficacy of Fluticasone Furoate/Vilanterol Inhalation Powder With Usual Inhaled Corticosteroids (ICS)/Long Acting Beta Agonists (LABA) in Persistent Asthma,116492; NCT02446418,GlaxoSmithKline plc,229982,"JULY     , 09, 2015",Completed
1,Fovea centralis; Intraocular pressure; Macula retinae; Visual acuity,Uveitis,null,Phase 3 Clinical,C3,"triamcinolone acetonide (suprachoroidal, macular edema/uveitis), Clearside Biomedical",75376,160,Zuprata,160,PEACHTREE,Suprachoroidal Injection of CLS-TA in Subjects With Macular Edema Associated With Non-infectious Uveitis,CLS1001-301; CLS1001-301 Version 3.2; CTRI/2016/09/007269; NCT02595398; PEACHTREE,Clearside Biomedical Inc,244835,"NOVEMBER , 17, 2015",Completed
2,null,Atopic dermatitis,null,Phase 3 Clinical,C3,"betamethasone valerate (topical emollient foam, psoriasis/dermatitis), Foamix",53978,170,"Prednisolone acetate cream; betamethasone valerate (topical emollient foam, psoriasis/dermatitis), Foamix",170,null,Efficacy and Tolerability of Prednisolone Acetate 0.5% Cream Versus Betamethasone Valerate 0.1% Cream in Cortisosensitive Dermatosis,NCT01011621; PRE/P/08-1,Mantecorp Industria Quimica e Farmaceutica Ltd,180987,"FEBRUARY , 28, 2010",Not yet recruiting
4,Intraocular Pressure,Glaucoma,null,Phase 1 Clinical,C1,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,60,dexamethasone; phacoemulsification; trabeculectomy; triamcinolone acetonide,60,null,"A phase I, randomized, parallel, control study to assess the safety and efficacy of intracameral triamcinolone acetonide in combination with phacoemulsification and trabeculectomy in glaucoma patients",ChiCTR-TRC-12002313,Beijing Shijitan Hospital,96132,"JANUARY  , 01, 2012",No longer recruiting
1,null,Meniere disease,null,Phase 2 Clinical,C2,"dexamethasone (sustained release/intratympanic injection, ear disorders), Otonomy",65289,128,dexamethasone,128,null,A One Year Safety Study of OTO-104 in Subjects With Unilateral Meniere's Disease Located in United Kingdom,104-201403; 2014-001337-86; NCT02265393,Otonomy Inc,213744,"OCTOBER  , 31, 2014",Completed
1,C-reactive protein; Serum amyloid A protein,Gout,null,Phase 3 Clinical,C3,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,226,canakinumab; triamcinolone acetonide,226,Beta-RELIEVED-II,Canakinumab in the Treatment of Acute Gout Flares and Prevention of New Flares in Patients Unable to Use Non-steroidal Anti-inflammatory Drugs (NSAIDs) and/or Colchicines Including a 12 Week Extension and a One Year Open-label Extension Study,2009-017802-35; 2010-018913-32; 2010-020060-38; Beta-RELIEVED-II; CACZ885H2357; CACZ885H2357E1; CACZ885H2357E2; H2357; NCT01080131; NCT01137344; NCT01194921,"Novartis AG, Novartis Pharma Services AG",202551,"MARCH    , 31, 2010",Completed
3,Forced expiratory volume; Forced expiratory volume or FEV1; Hydrocortisone; Peak expiratory flow rate; Peak expiratory flow rate (PEFR),Asthma,Aerobec Autohaler; Flixotide,Phase 2 Clinical,C2,"beclomethasone dipropionate, (CFC-free), Teva",44414,48,FlutiForm,48,null,"Knemometry Study to Compare the Systemic Safety of Flutiform pMDI, Fluticasone pMDI and Beclometasone Autohaler in Pediatric Subjects Aged 5 to < 12 Years",2013-004719-32; FLT2504; NCT02063139,Mundipharma Research Limited,173450,"FEBRUARY , 28, 2014",Completed
1,null,Macular edema,null,Phase 3 Clinical,C3,"triamcinolone acetonide (intravitreal injection, diabetic macular edema), Wakamoto/ Hanmi",81991,null,WP-0508ST,null,null,WP-0508ST (RVO) Phase III trial,JapicCTI-142694,Wakamoto Pharmaceutical Co Ltd,215368,"OCTOBER  , 31, 2014",Recruiting
3,Methacholine,Asthma,salbutamol,Phase 3 Clinical,C3,"beclomethasone dipropionate, (CFC-free), Teva",44414,288,Combined beclomethasone dipropionate group; Daily beclomethasone dipropionate group; Qvar,288,TREXA,Childhood Asthma Research and Education (CARE) Network Trial - Treating Children to Prevent Exacerbations of Asthma,445; 5U10HL064287; 5U10HL064288; 5U10HL064295; 5U10HL064305; 5U10HL064307; 5U10HL064313; NCT00394329; TREXA,National Heart Lung and Blood Institute,22487,"NOVEMBER , 30, 2006",Completed
2,CRP; Total body mass,Rheumatoid arthritis,prednisone,Phase 2a Clinical,C2A,fosdagrocorat,59618,86,PF-04171327,86,null,A Study Of PF-04171327 In The Treatment Of The Signs And Symptoms Of Rheumatoid Arthritis,2009-013223-37; A9391005; NCT00938587,Pfizer Inc,58785,"OCTOBER  , 31, 2009",Completed
1,null,Duchenne dystrophy,null,Phase 1 Clinical,C1,"deflazacort (oral tablet/suspension, Duchenne muscular dystrophy), PCT Therapeutics",86985,24,deflazacort,24,null,A Pharmacokinetic Study of Oral Deflazacort in Children and Adolescent Subjects With Duchenne Muscular Dystrophy,MP-104-CL-005; NCT02251600,PTC Therapeutics Inc,211918,"DECEMBER , 31, 2014",Completed
2,null,Allergic rhinitis,null,Phase 4 Clinical,C4,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,48,mometasone (nasal); triamcinolone acetonide,48,null,"A phase IV, randomized, double-blind, single-dose, crossover pilot study to assess the safety and efficacy of Nasacort and Nasonex in patients with allergic rhinitis",XRG5029C_4006,Sanofi SA,89192,"SEPTEMBER, 09, 2002",No longer recruiting
2,null,Macular disease,null,Phase 1 Clinical,C1,"dexamethasone (EyeGate II ocular inflammation therapy, iontophoresis delivery), EyeGate/ Bausch Health",54573,10,EyeGate II drug delivery system; dexamethasone,10,null,PK Study of Iontophoretic Dexamethasone Phosphate Ophthalmic Solution in Patients Undergoing Vitrectomy,EGP-437-010; NCT02644694,Eyegate Pharmaceuticals Inc,250160,"MARCH    , 31, 2016",Completed
2,Eosinophils; Forced expiratory volume in 1 s,Chronic obstructive pulmonary disease,vilanterol,Phase 3 Clinical,C3,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,1635,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",1635,null,A Study to Evaluate Annual Rate of Exacerbations and Safety of Three Dosage Strengths of Fluticasone Furoate (FF)/GW-642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),102970; 2009-013064-40; HZC102970; NCT01017952,GlaxoSmithKline plc,62127,"SEPTEMBER, 25, 2009",Completed
1+,null,Allergic rhinitis,null,Phase 4 Clinical,C4,"beclomethasone dipropionate, (CFC-free), Teva",44414,25,Alvesco; Beconase; Omnaris; Qvar,25,null,Sunovion Growth Study Pediatric Subjects With Mild Asthma and Allergic Rhinitis,NCT01550471; RC#5401,West Penn Allegheny Health System Inc,86234,"MARCH    , 31, 2012",Completed
1+,null,Asthma,null,Phase 4 Clinical,C4,"ciclesonide (metered dose inhaler), Teijin/Covis/AstraZeneca",12803,25,Alvesco; Beconase; Omnaris; Qvar,25,null,Sunovion Growth Study Pediatric Subjects With Mild Asthma and Allergic Rhinitis,NCT01550471; RC#5401,West Penn Allegheny Health System Inc,86234,"MARCH    , 31, 2012",Completed
3,null,Perennial allergic rhinitis,null,Phase 1 Clinical,C1,"fluticasone furoate (nasal, allergic rhinitis), GSK",42259,30,"fluticasone furoate (nasal, allergic rhinitis), GSK; fluticasone furoate + levocabastine; levocabastine hydrochloride",30,null,A Relative Bioavailability Study of Fluticasone Furoate and Levocabastine,200284; NCT01962467,GlaxoSmithKline plc,157921,"OCTOBER  , 31, 2013",Completed
1,null,Inflammatory disease,null,Phase 3 Clinical,C3,"difluprednate (ophthalmic emulsion, ocular inflammation/pain ), Alcon",55599,120,difluprednate,120,null,Study of Difluprednate in the Treatment of Inflammation Following Ocular Surgery,NCT00616070; ST-601-003,Sirion Therapeutics Inc,21689,"DECEMBER , 31, 2007",Completed
1,Hydrocortisone,Eosinophilic esophagitis,null,Phase 3 Clinical,C3,"budesonide (orodispersible tablet, eosinophilic esophagitis), Dr Falk Pharma/Salix",106967,88,Jorveza,88,EOS-1,Budesonide Orodispersible Tablet versus Placebo in Active Eosinophilic Esophagitis,2014-001484-12; BUL-1/EEA; EOS-1; EOS-1; NCT02434029,Dr Falk Pharma GmbH,228513,"NOVEMBER , 11, 2015",Completed
1,null,Asthma,null,Phase 2 Clinical,C2,"870086 (inhaled, asthma), GlaxoSmithKline",54598,37,"870086 (inhaled, asthma), GlaxoSmithKline",37,null,A Study to Evaluate the Effect of Repeat Doses of GW-870086-X in Mild to Moderate Asthmatics,112851; NCT00945932,GlaxoSmithKline plc,59095,"JULY     , 31, 2009",Completed
1,Intraocular pressure,Age related macular degeneration,null,Phase 1/Phase 2 Clinical,C12,"triamcinolone acetonide (controlled release/intravitreal injection/Verisome, diabetic macular edema), EyePoint",60951,10,IBI-20089; Lucentis,10,20089/Combo,IBI-20089 + Lucentis Combined Intravitreal Injections for Treatment of Neovascular Age-related Macular Degeneration (AMD),20089/Combo; 2009-1067; NCT01175395,University of Illinois,68844,"SEPTEMBER, 30, 2010",Completed
1,Diastolic blood pressure; Heart rate; QRS complex; Systolic blood pressure,Chronic obstructive pulmonary disease,null,Phase 1 Clinical,C1,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi",73605,42,"beclomethasone dipropionate + formoterol fumarate + CHF-5992 (inhaled, COPD), Chiesi",49,TRIPLE10,"A Study to Investigate the Pharmacokinetics, Safety and Tolerability of CHF-5993 pMDI in Subjects With Renal Impairment",2013-002140-91; CCD-05993AA1-10; NCT02040597; TRIPLE10,Chiesi Farmaceutici SpA,168962,"JANUARY  , 31, 2014",Completed
2,Diastolic blood pressure; Glucose; Heart rate; Hydrocortisone; Potassium; Systolic blood pressure,Asthma,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",Phase 2 Clinical,C2,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,26,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",26,null,A study to see if it is safe to give a new asthma controller drug and a new asthma reliever drug together (called fluticasone furoate/vilanterol) to 5 to 11 year old children with asthma,2012-000754-55; HZA112777,GlaxoSmithKline plc,211035,null,Status not specified
2,null,Asthma,budesonide,Phase 2a Clinical,C2A,TPI-1020,29656,27,TPI-1020,27,null,Inhaled TPI-1020 versus inhaled budesonide in smokers with mild reversible asthma,NCT00327808; TPI 1020-202,Pharmaxis Ltd,22059,"MAY      , 31, 2006",Completed
2,Creatinine; Diastolic blood pressure; Forced Vital Capacity; Forced expiratory volume; Hydrocortisone; PR interval; Peak expiratory flow rate; QRS complex; QT interval; Systolic blood pressure,Asthma,Qvar,Phase 2 Clinical,C2,"beclomethasone dipropionate, (CFC-free), Teva",44414,619,CHF-781,619,BEAM,"An 8-week, Dose Ranging Study of CHF-718 pMDI in Asthmatic Subjects",BEAM; CCD-05993AA3-01; NCT03084718,Chiesi Farmaceutici SpA,295866,"JULY     , 28, 2017",Completed
1,null,Seborrheic dermatitis,null,Phase 3 Clinical,C3,"clobetasol propionate shampoo (psoriasis), Galderma/Maruho",96680,80,GK-664-S,80,null,"A Phase III, Randomized, Double-Blind, Placebo-Controlled, Multicenter, Parallel Group Study to Evaluate Efficacy and Safety of GK-664-S in Subjects With Moderate-to-Severe Scalp Seborrheic Dermatitis",JapicCTI-184246,Maruho Co Ltd,366907,"DECEMBER , 01, 2018",Not yet recruiting
1,"Blood pressure; Body Mass Index; Body height; Diastolic blood pressure; Eyelid; Glucose; Heart rate; Hemoglobin A, glycosylated; Insulin; Intraocular pressure; Respiratory frequency; Systolic blood pressure; Total body mass; Visual acuity; Waist to Hip Ratio",Thyroid associated ophthalmopathy,null,Phase 1/Phase 2 Clinical,C12,"prednisolone (injectable liposome formulation, rheumatoid arthritis/ulcerative colitis), Enceladus",59891,20,Nanocort,20,GO Nanocort,A pilot study towards a therapy with prednisolone encapsulated liposomes for the treatment of grave's orbitopathy with reduced systemic steroid exposure,GO Nanocort; NL61298.078.17 OZR-2016-34; NTR6579,Oogziekenhuis Rotterdam,307691,"SEPTEMBER, 01, 2017",Not yet recruiting
1,null,Allergic rhinitis,null,Phase 2 Clinical,C2,"SUN-0597 (nasal, inflammatory disorders), Sun Pharma",71455,159,SPARC-1203,159,null,Safety and Efficacy of SPARC-1203 in Allergic Rhinitis,2012-001613-16; CLR_12_03; NCT01614691; SPARC_Ltd._CLR_12_03,Sun Pharmaceutical Advanced Research Co Ltd,88219,"JUNE     , 30, 2012",Completed
2,Aspartate aminotransferase; Body Mass Index; Creatine kinase; Forced Vital Capacity; Lactate dehydrogenase; Muscle strength; Total body mass,Duchenne dystrophy,prednisone,Phase 3 Clinical,C3,"deflazacort (oral tablet/suspension, Duchenne muscular dystrophy), PCT Therapeutics",86985,196,Emflaza; prednisone,196,null,"A Phase III, Randomized, Double-blind, Placebo-controlled and Active-comparator Study to Evaluate the Safety and Efficacy of Deflazacort and Prednisone in Male Patients With Duchenne Muscular Dystrophy (DMD)",MP-104-NM-001,Marathon Pharmaceuticals LLC,262577,null,Status not specified
1,null,Myalgia,null,Phase not specified,NS,"triamcinolone acetonide (nasal spray, allergic rhinitis), Sanofi",12937,122,lidocaine; triamcinolone acetonide,120,null,Rotator Interval and Intra-articular Corticosteroid Injection for Frozen Shoulder,IT-avdelingen; Interne tjenester; NCT00840229; REK; Rikshospitalet HF; S-08546,Rikshospitalet University Hospital,44888,"FEBRUARY , 28, 2009",Completed
3,"Body Mass Index; Forced expiratory volume in 1 s (FEV1); Pulse wave velocity; Troponin I, cardiac muscle",Chronic obstructive pulmonary disease,null,Phase 3b Clinical,C3B,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,16568,Relovair; fluticasone furoate; vilanterol,16568,SUMMIT,Study to Evaluate the Effect of Fluticasone Furoate/Vilanterol on Survival in Subjects With Chronic Obstructive Pulmonary Disease,113782; 2010-021638-72; CCRN 593 (COPD); CTRI/2012/04/002563; HZC113782; HZC113782 14824; IND IDE 077855; NCT01313676; NMRR-13-59-14824; PHRR131025-000134; SUMMIT; UKCRN 10474,GlaxoSmithKline plc,75513,"JANUARY  , 25, 2011",Completed
3,"Body Mass Index; Forced expiratory volume in 1 s (FEV1); Pulse wave velocity; Troponin I, cardiac muscle",Chronic obstructive pulmonary disease,null,Phase 3b Clinical,C3B,"fluticasone furoate + vilanterol trifenatate  (oral inhalant, asthma/COPD), GlaxoSmithKline",59060,16568,Relovair; fluticasone furoate; vilanterol,16568,SUMMIT,Study to Evaluate the Effect of Fluticasone Furoate/Vilanterol on Survival in Subjects With Chronic Obstructive Pulmonary Disease,113782; 2010-021638-72; CCRN 593 (COPD); CTRI/2012/04/002563; HZC113782; HZC113782 14824; IND IDE 077855; NCT01313676; NMRR-13-59-14824; PHRR131025-000134; SUMMIT; UKCRN 10474,GlaxoSmithKline plc,75513,"JANUARY  , 25, 2011",Completed
1,Body height; Eosinophils; Total body mass,Eosinophilic esophagitis,null,Phase 2 Clinical,C2,"budesonide (oral, eosinophilic esophagitis), Shire",60523,93,budesonide,119,null,"OBS in Adolescent and Adults With EOE: A Phase II, Randomized, Double-Blind, Placebo-Controlled Study With an Open-Label Extension",MPI-101-06; NCT01642212,Shire plc,89242,"JULY     , 31, 2012",Completed
2,null,Psoriasis,Olux,Phase 4 Clinical,C4,"clobetasol propionate foam, Connetics",18168,78,Clobex,78,null,A Comparison Between Clobetasol Propionate 0.05% (Clobex) Spray and Clobetasol Propionate 0.05% (Olux) Foam,NCT00436540; US10013,Galderma Laboratories LP,171257,"MARCH    , 31, 2006",Completed
2,null,Asthma,null,Phase 3 Clinical,C3,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,243,fluticasone furoate; fluticasone furoate + GW-642444,243,null,A Long-term Safety Study of Fluticasone Furoate (FF)/GW-642444 and FF in Japanese Subjects With Asthma,113989; JapicCTI-101343; NCT01244984,GlaxoSmithKline plc,72445,"JULY     , 31, 2010",Completed
2,FEV1; Peak expiratory flow rate,Asthma,fluticasone propionate,Phase 3 Clinical,C3,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,351,fluticasone furoate,351,null,Clinical Study Evaluating Safety and Efficacy of Fluticasone Furoate and Fluticasone Propionate in People With Asthma,115285; NCT01436110,GlaxoSmithKline plc,80895,"SEPTEMBER, 30, 2011",Completed
2,FEV1; Hydrocortisone; PEF,Asthma,fluticasone,Phase 2b Clinical,C2B,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,597,fluticasone furoate,593,null,A Dose-ranging Study of Fluticasone Furoate (FF),106855; 2011-003338-15; HZA106855; JapicCTI-121885; NCT01563029,GlaxoSmithKline plc,85984,"MARCH    , 28, 2012",Completed
3,Blood pressure; Diastolic blood pressure; Heart rate; Systolic blood pressure,Chronic obstructive pulmonary disease,null,Phase 1 Clinical,C1,"fluticasone furoate (inhaled, respiratory disorders), GlaxoSmithKline",57097,18,"fluticasone furoate; fluticasone furoate + umeclidinium (asthma, DPI), GlaxoSmithKline; umeclidinium",18,null,To Investigate the Pharmacokinetics and Safety of Fluticasone Furoate (FF/Umeclidinium (UMEC) Combination Compared With FF and UMEC Monotherapies in Adult Healthy Volunteers Using a Dry Powder Inhaler (DPI),116524; NCT01725685,GlaxoSmithKline plc,97979,"NOVEMBER , 08, 2012",Completed
